Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1994,16241.04632,,320.657792,586.4163396,16234.80901,1970.860559,25467.19222,7449.48039,400.5160919,,8218.597716,18045.43906,25646.70066,436.216869,157.5430015,24338.1377,279.6665043,193.0702363,290.6524529,1148.494399,10130.41307,11812.46489,318.0200012,1460.059076,2880.211133,31476.06312,806.2214519,3494.640541,8148.382411,14117.39214,524.2981458,2779.113832,260.4835711,19859.20398,2826.919188,41843.75688,,4045.621429,473.4922787,590.3001333,808.5760946,144.5206699,649.9053718,2218.78471,690.4717309,1072.330788,3045.406714,2621.824239,,,11617.69278,4601.952312,27087.55845,790.0322652,3704.141155,29995.56522,1891.414848,1499.971505,2028.197734,830.4242696,20572.18029,172.3215472,13378.84984,,124.9830454,17157.34781,20305.58355,2383.915146,23496.52332,,1909.350632,3958.596186,19709.2381,517.0870879,333.4049392,,448.4475642,719.9757073,211.5953014,206.936408,11091.28386,3270.578088,18123.96303,1276.332727,,713.2335202,22502.57974,836.0515402,,282.4220626,4172.765232,912.0724734,273.3345066,,342.7175187,15921.97527,1202.868327,,23662.80668,15985.76329,19273.84417,2156.398413,1418.973205,39268.56687,1320.321622,269.2487013,372.30781,270.6091637,715.1671148,6965.701228,10205.80747,,325.6292418,3226.98782,,5892.462256,4386.496413,64156.70106,647.4405404,506.9977784,,45481.8922,,16578.06184,,1322.8704,89404.07511,,227.8369055,1432.516546,5715.409999,2136.846268,989.3390823,1794.709897,222.5767979,8000.518005,,,405.9718115,,161.7048809,581.9098343,3197.331024,120.6293244,3726.340667,26988.83444,2263.4003,16037.02524,170.8094085,321.1313326,854.5499049,24331.75402,29315.84191,194.8890676,,15235.95603,20781.34145,6013.166677,433.2885836,3489.065313,1900.224535,939.1559312,,1153.477372,2874.825311,10876.41882,,9978.301937,1692.238497,1201.581542,16647.55161,14542.54286,1323.104325,2663.394599,125.4994918,346.4980314,7382.132166,444.5573291,576.6348227,21578.46053,1330.822932,212.884373,1384.934206,,,,,541.4405841,3129.208707,,1385.449143,3755.727737,,25747.24169,1507.042512,6555.504407,725.6085921,,174.2195487,236.0011558,2490.311547,267.968918,606.6690572,,2022.016874,3956.758089,1745.357659,2270.340362,1184.638255,159.6357424,200.4472479,1011.98643,5458.086452,27776.63553,576.4471105,2676.788664,2688.839188,,,220.3099827,1335.259799,4933.117871,1309.916028,,283.6347307,3390.494331,411.0389997,619.8351382
1995,16439.35636,,388.1667663,750.6044492,18461.06486,2054.384318,26847.08005,7373.428246,456.3758998,,7841.463843,20319.63063,30325.84958,397.1981161,167.7991717,28565.91915,367.387341,235.8321973,319.6087004,1554.046931,10376.93489,12239.8715,485.6172767,1370.676559,2996.382928,33989.72236,887.4685243,4740.119813,8537.056187,15929.16376,588.5939027,3014.867858,332.6773772,20577.48939,3516.264212,48662.43977,,5137.375078,609.6566792,756.5011354,716.4369269,135.6734808,755.9168343,2470.683623,838.171684,1251.902319,3279.326533,2790.178221,,,15098.00602,5788.150737,31729.69976,789.5517691,3846.571967,35351.38071,2103.115771,1444.908036,2135.632812,944.2019116,23683.63772,187.0504479,15429.93942,3044.383709,133.7288539,19860.21503,26273.4659,2540.751518,26890.21988,,2065.004277,4565.580499,23013.45882,569.0181381,385.7373195,,469.2761014,737.1787914,223.3418422,280.9695313,12959.32432,3413.021979,21665.7019,1408.024203,,816.5429329,23497.49231,936.660928,4794.937213,359.7676565,4494.053034,1026.270493,303.9118517,13054.47525,370.1013553,19181.40097,1591.716066,,26239.0273,18096.16222,20596.38858,2576.943758,1471.154136,43440.36787,1288.239052,330.8043302,364.2264974,323.0099928,724.7913054,7308.83833,12332.97935,16882.42146,363.4716183,3863.26192,,5161.683342,4630.042205,78761.7616,714.0686775,568.8163838,2168.796099,52831.25237,2329.270854,18139.19623,,1428.066182,101993.1216,476.988491,234.4940582,1570.315705,3828.717023,2356.757816,1096.383468,2359.800338,281.7886811,9114.358065,,,631.9148653,,160.0176177,608.1869747,3599.555202,141.0279061,4328.000018,27968.72921,2381.645428,18721.05644,198.4528096,407.9424883,897.7158111,28884.71352,34875.19739,205.6938414,,17400.23937,22730.57727,6261.719017,493.661508,3494.436934,2217.784681,1061.347868,,947.2407107,3682.791215,11579.185,,11782.52148,1903.469228,1326.562857,18505.8033,15849.31879,1660.272768,2665.739722,218.2047893,377.1957479,7650.739369,467.8137011,706.1381926,24936.83083,1445.706999,203.6948791,1590.048876,,,2196.618467,,604.3345403,3496.712564,,1558.605119,4799.151051,10690.66523,29914.33175,1768.314513,6748.931109,794.445153,,206.5386927,306.3583371,2845.410314,213.638972,588.0960878,,2108.19574,4246.382404,1978.376789,2897.870208,1194.576939,180.4650233,280.0845471,935.9852577,5984.13519,28782.17502,585.9323642,2922.702886,3488.615438,,,275.750619,1390.329687,5402.802921,1321.519135,,277.9769717,3693.681705,416.6613811,628.1849247
1996,16586.06844,,512.6209659,1009.977275,19017.17459,2217.417325,28615.58214,7683.574065,504.059514,,8379.576969,21861.32551,29809.07677,409.2107552,143.8532933,27701.90329,387.4329246,249.3602944,382.9357636,1208.875103,10544.66713,12717.15001,736.9753294,1452.445488,3001.665138,44826.78907,958.4737662,5156.809075,9069.168909,16789.03717,609.3430176,3022.176753,293.3188854,21183.22008,3769.274007,46676.85094,,5382.846519,709.4137551,809.5387372,761.151765,134.939947,882.4250746,2553.549692,810.5442344,1258.80907,3230.234183,2282.395886,,,14969.42279,6493.863346,30564.24781,767.4669289,4108.314007,35650.72434,2271.943595,1596.029867,2159.150814,1041.523448,23911.1415,222.5454459,16069.20709,3352.733741,144.5003524,20273.99718,25777.6413,2714.2535,26871.82902,,2019.91527,5111.374331,24219.62285,670.461106,403.5344405,,475.7463919,773.4393371,233.3095607,443.6325956,13749.11515,3640.138938,21422.35754,1472.275343,,925.8985582,24818.15455,888.746283,5268.805674,365.0110071,4525.140121,1137.332724,323.1845476,14526.08821,396.0146123,20860.59765,1955.146029,,27261.17166,19317.87104,23020.09994,2875.886078,1469.001548,38436.92631,1350.333866,427.9512673,394.8601215,319.3632544,842.9591391,7699.400446,13137.90807,19300.86144,377.9712559,4457.96016,,5537.183816,4728.108716,79937.21476,756.4580666,529.3669607,2328.153808,52571.93499,2429.591085,18097.40061,,1556.786387,101328.7952,462.1697494,287.3565596,1736.735195,4294.978983,2156.728468,1181.205387,2338.068311,282.081344,9397.800918,,,580.9110949,,216.8754283,601.7734654,3899.435192,225.6262847,4797.291371,29189.84619,2311.963793,18257.21505,202.4214038,461.2523762,916.5187095,28698.66602,37321.44339,206.4330066,,18794.43604,22755.24429,6830.596669,502.7867074,3529.78532,2260.637733,1159.589292,,1026.456096,4141.271628,12173.16369,,12185.06389,2009.650325,1317.466751,18034.67151,17344.95693,1643.88046,2643.897696,226.0501885,404.5042048,8293.220703,296.8743719,714.6350359,26263.01627,1529.664872,219.9124669,1690.136559,,,2749.966439,,607.4801439,3668.993081,,1914.094586,5177.748864,10801.42843,32587.2641,1632.530935,6583.201018,934.5505657,,221.9742723,333.189857,3042.903989,178.4744154,554.8330098,,2278.570599,4577.004528,2116.167296,3053.950828,1332.63248,216.9327932,285.0934669,872.7091664,6316.29371,30068.23092,600.5981578,3067.219095,3114.476532,,,322.8570476,1427.10248,5444.862636,1459.041298,,364.1212046,3440.864223,382.9151113,742.5726729
1997,17927.74964,,506.8849522,717.3800477,18353.05972,2301.16173,29199.52461,8172.664323,523.2835691,,8755.156647,23468.59683,26705.4786,505.5637747,159.1755281,25027.74459,361.1002698,229.4931177,389.5236314,1346.910553,10672.18394,22066.27871,978.516728,1396.501786,2952.602141,48478.88325,1006.964739,5271.412222,9549.894079,16656.08988,692.1262064,3065.527268,266.6076447,21770.13408,3738.181075,40417.96228,,5781.103423,781.7441643,758.911908,764.7846067,138.964642,784.0481056,2759.952748,726.0552078,1201.956656,3408.365134,2303.064029,,,14303.53857,5996.83381,27045.71913,760.5314478,4282.351069,32835.92877,2452.131744,1612.009303,2361.599124,1185.718121,21809.67314,217.1509292,14696.21611,3619.945496,140.8611257,19102.27676,24676.49708,2641.064749,24228.94235,,1906.880058,4663.140106,26621.48006,774.6802109,391.35568,,453.801151,712.3318781,227.6382572,812.1715228,13427.83249,3878.390386,19145.49604,1633.966225,,985.046889,27330.03335,951.6025768,5210.430239,411.6073716,4595.524506,1063.712266,330.3022652,16663.41728,411.3877208,22542.81201,1816.586694,,27842.61347,19658.13263,21779.62437,3237.586991,1499.542259,35021.71909,1445.569414,452.9848068,376.4296133,304.837993,842.281248,8544.457764,12131.8747,17696.13876,345.4969431,5093.290745,,5999.026651,4769.341572,72190.79059,816.8164858,551.2410588,2830.737533,47042.34711,2682.316453,17957.94638,,1393.224149,90882.92282,528.1804344,247.1294102,1923.086188,5143.96112,2056.200186,1231.541068,1964.881911,266.668047,9679.882857,,,505.602916,,253.1096478,567.2228466,3646.630626,256.5276762,4637.320481,30604.98659,2332.383579,16341.58735,181.2955353,479.7087525,917.1288401,26404.98673,36628.51742,219.684466,,17474.02032,22249.33675,7039.577431,483.6529366,3741.242759,2342.06999,1127.003716,,957.6530529,4116.926243,12817.64496,,11578.44151,2000.911117,1389.164971,15943.53269,21132.8714,1589.014061,2737.556662,283.8776235,416.0726679,8508.518662,374.1136199,643.2047245,26386.45745,1494.733483,197.4746069,1784.592026,,,3178.831484,,614.9828575,3872.622085,,2031.833255,5138.148679,10447.93571,29897.79263,1709.868987,7280.989621,955.7091761,,206.1441026,330.5621437,2467.492895,155.3562498,562.637312,,2193.384592,4551.321854,2210.786913,3144.389453,1369.074641,249.931287,286.7169623,991.2301315,7327.957729,31572.69023,623.0026524,3219.973334,3714.533682,,,346.5790136,1462.238195,5349.795625,1657.833377,,416.7576668,3495.111222,445.1711797,728.4008356
1998,19078.34319,,419.6398453,813.7893966,18894.5215,2173.421024,26663.3087,8248.761989,609.1730254,,9115.234346,21318.96417,27361.87511,561.9070354,144.4746122,25541.67472,379.442354,255.7182334,395.2974607,1809.683845,10076.18778,23557.95353,1097.644555,1511.770053,2991.924971,51371.74081,1058.71875,5075.631211,10727.59584,12690.68932,695.2902533,2869.182503,268.9004231,20887.83947,4102.167251,41497.20261,40537.51169,5479.498064,828.5804793,793.9810785,730.7326938,138.615476,639.4985577,2509.139633,718.1170893,1250.615376,3614.562534,2326.112221,,,15247.29329,6458.904501,27340.67288,755.5962418,4586.852352,33368.15485,2612.288688,1588.481449,2300.407884,1258.997552,22363.99468,231.2266102,15340.33211,4052.292271,124.5056232,19726.25591,25989.4075,2070.165847,24974.2722,23737.41677,2029.289159,3827.975793,28014.8947,805.272688,414.768461,,421.9982034,723.7948296,172.0601413,654.1473102,13472.13764,4401.421321,20496.66137,1742.083824,,946.6703474,25808.97095,1028.151411,5650.332015,450.9192823,4750.414875,463.9685753,330.8143799,19366.13321,409.1943859,24263.24006,1725.756278,,30847.6437,19423.75323,22252.35809,3355.797804,1605.614581,31902.7671,1468.701798,473.4327212,345.1381316,269.054641,801.1629805,8648.084142,8085.323528,14126.8751,248.5413984,5538.680283,,5244.88031,5114.586499,76641.0552,850.5318591,506.9946049,3166.895648,47584.46439,2977.148772,16451.33864,,1469.031945,93093.25956,465.0539664,252.4652058,2006.25691,5327.811901,2093.444391,1174.118671,1866.85009,281.3221274,10183.67599,,,477.3497294,,284.373291,539.4253598,3593.234081,163.5335012,3263.520983,31761.24161,2113.442778,15387.86958,196.7250241,469.1643966,951.8733523,27533.60679,34788.77856,212.4689465,,14738.58354,22324.02251,6254.953411,470.2489295,3974.650657,2202.461226,966.7084855,,716.1813522,4510.413117,14304.40499,,12202.69141,1819.594714,1465.046057,16530.46203,18631.78792,1864.991387,1834.846937,281.7841627,413.8834554,7382.1606,350.4396796,676.1519926,21824.03558,1206.157561,154.4397334,1892.581125,,,2416.069077,,573.2993414,3810.350938,,2406.729353,5533.588845,11165.27633,30143.62746,1536.930273,7715.918147,974.2751917,,224.8661479,339.2473068,1845.466238,219.226346,590.3934846,,1942.523265,4786.92537,2295.237988,4496.509486,1370.904026,296.3409541,291.9864072,835.2603274,7711.07657,32949.19776,623.2161328,3461.943365,3874.981721,,,346.827244,1472.957091,5263.137796,1557.867761,,374.3526907,3104.97641,355.5380307,538.2848555
1999,19356.20339,,385.7688535,1033.242532,19261.7105,2317.038473,28260.00502,7736.369623,597.4334817,,9363.186445,20521.77757,27174.29716,573.8932966,128.6964397,25444.13926,403.6237038,265.3401156,397.3548219,1648.104859,10401.48045,26173.71548,1246.497114,1210.61172,3065.492248,54245.45974,1012.509773,3469.502237,11200.57763,14097.93159,751.5757717,3226.295674,271.8551165,22167.22585,3979.708536,40581.30705,42405.49714,4986.007417,873.2870617,759.2922029,751.9782914,102.6447985,750.5265889,2164.432929,723.1850928,1389.719796,3688.398293,2553.06976,,,15457.64436,6307.698004,26795.99113,765.7204882,4745.990873,33440.80162,2626.326473,1581.004564,1584.463443,1321.799713,22206.5613,208.6209747,15678.21523,4119.347394,119.1340818,19656.1426,26178.79178,2408.165466,24673.19897,23982.88067,2046.639645,3883.325188,28383.66891,628.8656569,417.7679907,,399.9739644,681.5374179,183.8530201,1052.852818,13245.18946,4751.575978,20170.43842,1608.684086,,919.8665766,25091.6666,1009.013299,5135.473343,494.2336557,4802.95876,671.107022,326.647813,21784.8796,437.5861178,26284.2808,1749.827783,,32148.15015,19133.0482,21936.82313,3359.384455,1624.9791,36026.55608,1130.113592,421.4328846,258.0492288,295.9735957,832.0547943,9070.967215,10409.32689,15391.34574,277.4951028,5509.346429,,6821.312519,5307.112728,81116.43917,838.6223944,493.2493774,3113.546428,51654.4028,3151.325802,15505.27875,,1444.989055,91383.94049,321.0262233,243.2527515,2146.718037,5984.341068,2073.367384,1130.758341,1908.592601,322.53868,10648.9889,,,445.0069434,,301.539472,534.7159444,3651.232286,160.7990288,3493.465229,33397.98091,2055.364975,14611.8328,184.3464766,497.5619697,981.0204892,27951.73429,36371.39579,215.9805921,,15322.22383,23291.06555,6967.059664,465.0757661,4082.614583,1963.410567,1087.237348,,640.2820458,4389.976415,15220.99134,,12474.81808,1700.438207,1499.492177,16299.56415,21763.45098,1610.13437,1330.751464,239.3780188,435.1091956,7968.548574,323.5717952,675.1230202,21795.69696,1200.917702,150.8369725,1937.139014,44864.19823,,2441.430389,,563.2018758,4021.835946,,1897.826561,5636.579532,11441.99702,30577.08177,1480.338095,7747.612159,991.1204287,,190.8359826,326.6040699,2032.992147,177.6983688,548.6995162,,2015.41817,5383.552427,2389.036036,4108.114652,1464.648593,299.7867537,257.7477999,635.7727285,7247.398162,34620.9289,702.4807441,3621.794106,4077.496123,,,361.2944022,1477.841822,5385.852674,1489.647875,,439.6972858,3032.305397,332.461627,568.4439527
2000,20620.70063,,555.2969419,1126.68334,21936.5301,2590.222438,33071.26869,7669.273916,622.7427477,,9932.029681,21669.41091,24564.45829,655.0974326,135.9984455,23207.40591,374.1923942,226.4759814,405.6033071,1609.882452,13636.34668,27112.2562,1461.75052,1276.288034,3364.423711,56284.16865,1007.002869,3739.116139,11567.66612,18008.44826,765.8632358,3349.068823,243.5429317,24124.16917,3946.582681,37868.32306,43299.40114,5101.368479,959.3724836,642.254714,660.1926971,405.4696531,998.1968562,2472.197831,645.8186908,1239.377855,3808.363666,2741.110542,,,14672.88206,6011.61522,23718.7467,768.1760767,4785.993583,30743.55917,2838.513335,1757.017797,1451.290776,1428.183004,20170.31123,208.1969487,14676.70609,4070.032827,123.8762057,18243.44199,24253.25042,2076.013308,22364.02939,22479.57899,2170.92021,4116.460693,27982.35576,691.9977067,263.1124679,,340.0516918,635.5637584,297.7519336,1702.684901,12042.95373,5117.589923,19004.10729,1655.58773,,946.0599372,25756.66378,1088.779869,4919.628069,462.4814381,4633.312923,780.0920744,347.6906002,21551.77936,438.8646304,26241.51449,1657.169748,,31746.02314,21042.9816,20051.24215,3381.939321,1657.889256,38532.04088,1229.000958,403.9797132,279.6204249,302.6489962,796.7937634,9554.381252,11947.57913,18389.38433,324.8450496,5334.903329,302.9964757,7145.628494,5310.879944,74624.55996,869.4956921,474.8197906,3297.354701,48735.99549,3352.731296,15702.85553,,1332.382358,82534.87362,354.0037982,245.9390659,2226.721729,6959.388717,2126.91386,1221.495319,1854.145956,269.3483829,11039.05651,193.1874804,1627.072633,474.2133361,,277.6486591,477.4761024,3861.032414,153.2595087,4045.170471,35242.0642,2018.680835,12579.59511,158.4055972,567.6143571,1016.020743,25921.12794,38146.71539,231.4255004,,13640.98889,23625.05203,8601.185906,533.8624114,4060.299035,1996.719689,1038.911018,7549.387223,631.9453351,4492.727604,16192.12697,,11502.39681,1670.036989,1476.17185,14530.7772,29986.29015,1668.162731,1771.586602,216.1727954,444.3339891,9126.954277,361.0305843,599.3735869,23792.60707,1054.518572,139.3147734,2008.466064,40188.85104,,870.1365252,,584.6384823,4388.07828,,2006.121996,5402.929754,10227.73677,29283.00505,1637.450072,7578.851053,1177.629268,,166.0231785,299.4116476,2007.564826,138.4319081,643.1750108,504.3557475,2063.207236,6430.947262,2213.914088,4316.561103,1458.817097,306.7238273,257.6303609,635.7128467,6871.897677,36449.85512,558.2268024,3672.555287,4783.530592,,,388.2705386,1469.849149,5488.337716,1540.689023,1087.762401,540.0047374,2982.000426,341.9055625,547.3588785
2001,20669.03197,,526.168743,1281.659826,22228.84649,2495.939884,31061.52935,7170.694674,694.4305119,,9414.160591,19482.5679,24537.51426,703.6838434,133.7427689,23121.60114,378.736054,235.4912324,402.5981152,1757.44378,12868.211,27439.3587,1524.412022,1244.373185,3419.275719,58883.95943,958.2366524,3146.948904,11513.93686,16468.12886,807.9387673,3128.097793,243.1586486,23691.59472,4344.831522,38538.99005,41610.13058,4595.666327,1053.108243,656.834565,661.7774417,153.6995733,842.7090677,2395.856551,680.3185414,1268.884564,3981.528073,2832.188893,,,15062.92433,6609.20553,23687.31689,781.2322196,4883.092781,30751.64946,2943.421936,1732.857979,1903.741571,1370.717438,20423.97707,215.1392103,15323.6114,4498.957027,120.1789279,18406.97806,24913.24452,2038.891729,22433.55571,24300.3786,2240.021462,3976.104887,27427.5875,733.9703976,273.6596668,,315.8398003,541.0558913,309.486749,2283.879039,12538.17883,5109.958715,19275.47334,1568.376308,,946.7002573,25230.21633,1130.405046,5245.421419,413.7377376,5283.034459,747.9817455,332.5022512,22669.82706,447.0138966,28227.27705,1890.991526,,28551.78527,20299.13773,20400.81111,3428.456773,1728.260509,33846.46564,1490.92709,401.7763612,308.4087767,321.2263004,734.9492461,10337.98026,11252.90755,16540.96761,326.6408434,5253.122599,302.8953587,6269.580123,5036.472357,74005.01045,832.7451402,437.8190154,3530.147337,48179.42085,3572.80513,15547.87353,,1336.775376,82552.56679,407.7348445,278.5557032,3031.69994,7341.882478,2206.697584,1225.929988,1815.920091,306.8473237,11021.78636,138.9249275,1909.598702,524.0145924,,256.4414872,464.229758,3792.182152,146.7615397,3915.115046,35942.43627,1797.920787,,165.2507247,590.0553023,1043.600758,26584.12169,38549.58934,248.618098,,13882.85683,23246.07986,8476.610511,510.6568157,4046.372833,1981.243653,957.2807497,8010.204082,539.0031987,4981.198619,18123.1987,,11729.14616,1571.36994,1335.553195,,28430.63635,1839.72945,2100.362386,201.0569839,447.7260076,8643.494005,377.5254454,609.295002,21577.07823,944.81684,230.0978873,2079.683818,41806.29631,,1634.875061,,542.8067598,4337.599497,505.7871815,1746.304178,5708.082659,10479.29634,26969.24457,1437.634908,7663.13708,1258.421953,,197.3156442,289.7512701,1893.145377,170.8085033,774.4833398,580.0358755,1837.977391,6935.721451,2254.933126,3119.606218,1387.357543,304.339284,234.9840775,780.7380243,6281.377047,37273.6181,456.7062895,3982.287813,4926.311339,,,402.8251339,1362.601731,5386.095732,1555.474051,1490.361033,536.2418544,2621.554437,378.2736238,548.0587312
2002,20436.88713,184.4947121,869.851485,1425.124219,24741.49357,2463.398587,31311.35936,2579.193168,783.2616099,8751.766529,9443.063591,20074.22931,26401.74546,763.080638,122.4335893,25052.33939,418.6985763,260.7635413,400.6135745,2076.830682,13102.33457,28727.02219,1761.537647,1479.314583,3556.561825,62583.1002,913.5756423,2819.64812,11675.34754,16846.02198,885.6382245,3055.618382,253.7068343,24167.80431,4924.684846,41376.39399,44159.21077,4463.545867,1148.50829,710.9611683,719.8896584,175.1360715,886.3616653,2355.725857,744.4751724,1373.515636,4062.014999,2994.339988,,,16372.29152,8032.896612,25205.16445,792.15412,4771.92921,33228.69291,3098.051705,1774.033673,2183.966796,1210.229249,22114.17611,201.7687981,17019.53541,5308.347781,111.3634356,20017.44978,26834.02625,2259.055796,24177.33517,26553.74656,2257.773665,4102.55271,29785.98629,779.3756798,309.4844703,,322.811171,440.9474786,321.4813204,2711.170114,14110.31339,5292.232379,20652.87833,1701.771492,21536.5039,965.7492841,24665.89,1132.872001,6051.452886,393.0160609,6665.961242,899.5556857,341.9266571,26362.63794,466.2008042,32539.95521,1892.036143,,32024.1856,18427.60702,22196.50675,3596.499339,1812.288374,32289.35054,1658.030785,395.8493511,321.7266063,339.0676984,826.585504,10662.91346,12782.52553,17789.41981,319.8270584,5436.595223,302.6580033,3705.442638,5034.433876,79035.53479,867.6360437,407.8093907,4146.987928,52930.64115,4132.349207,16312.63772,,1413.757176,89061.0513,458.6778168,262.2859481,3047.591909,7398.80102,2391.485486,1272.608051,1961.203736,334.2024016,11843.93902,143.7760051,2106.635068,571.501883,18672.83277,262.8840551,460.9542322,3957.512906,290.9798977,4167.364387,36794.85361,1669.43144,,177.8208384,741.340315,1010.147277,28817.32321,43061.15038,246.3075621,,16874.18749,24087.79553,8629.101774,499.8600033,4126.140671,2059.192958,1000.068168,8273.76622,511.6597331,5196.932921,18731.45939,,12882.28897,1306.365735,1156.217473,,29990.65492,2124.873613,2375.059044,196.5220297,461.318297,8655.311531,412.1517561,649.4758642,22016.83279,784.9562874,252.8315328,2131.90982,44576.26257,,2149.909404,,576.7564117,4568.873103,551.2038522,2263.923096,6524.861878,11814.09994,29571.70446,1324.996184,8331.261997,1263.013455,,220.8054821,323.467151,2096.054617,189.3945515,967.8907946,552.8103266,1842.404421,7049.626612,2346.05937,3660.07113,1603.631992,308.0565528,240.2423229,879.4750486,4088.768855,38166.03784,383.343068,4270.924902,3655.97562,,30126.25564,427.8380264,1353.934819,5522.819428,1631.417027,1413.532587,565.2797139,2461.355087,377.1305244,507.3480034
2003,20833.76161,195.7766303,978.5389339,1846.120121,32776.44227,2722.378726,33230.52318,3330.437006,930.1661567,8914.525433,9801.966935,23437.31215,32222.89724,883.6439965,112.8493703,30743.90254,519.2922847,332.3443051,432.7388972,2698.624248,14221.99259,28092.48573,2214.732246,1819.766059,3679.909523,66111.72523,917.3643105,3059.586507,12028.48034,18555.56649,997.7417141,4163.065906,286.2508019,28172.14883,5945.974609,48087.58314,48226.39668,4787.699532,1288.643252,865.789649,881.0102086,173.9163518,998.1013117,2246.257472,935.611518,1768.921302,4167.714089,3192.669378,,,20293.40789,9773.117503,30359.95215,819.974118,4897.930844,40458.77064,2413.410133,2094.335506,2440.468905,1120.874928,27138.01884,232.7945459,21495.70741,7174.237415,118.8734466,24277.69061,32816.16088,2835.973972,29568.38595,30993.07706,2296.26086,4892.011618,34173.97998,927.9891958,373.2815537,,370.1931781,359.6521781,360.5718585,3577.176197,18477.57841,5773.073577,27460.0302,1753.349471,22572.50466,988.3050591,23977.01945,1157.30427,7807.943855,329.7820946,8423.350987,1064.509447,376.0333615,31223.33323,541.1352279,41107.03106,2231.342796,,39086.77319,18964.22364,27387.22632,3465.220089,1889.213962,34808.39092,2068.124118,436.6875357,380.5073398,362.4213785,1015.038605,10280.81747,14209.38852,22071.56961,362.6252958,5425.66907,240.0333993,4676.967503,5485.33605,89469.75087,982.6418822,603.6362783,5505.535669,65445.88503,5134.905694,17809.59815,,1721.973863,108978.4889,548.2896867,316.7998965,3481.435214,6903.949188,2434.714867,1413.849701,2408.80011,391.7912801,13689.98999,219.782326,2789.159065,646.0561295,18376.79096,283.8911588,528.5806613,4623.347642,260.1052517,4463.675893,38550.0799,2422.305183,,215.8050408,794.9529,1015.565314,35245.16407,50111.65445,253.7200412,,21913.70817,26785.85896,9069.810206,563.594342,4267.13578,2180.250997,1010.553198,7754.609137,588.3503924,5693.377763,19557.12025,,15772.7334,1371.511421,1257.69857,,34176.98183,2774.955806,2975.132778,212.6872328,529.3561035,9567.458285,477.7384078,813.7229318,23573.62804,744.7657423,266.5250529,2217.837156,56168.01668,,2832.490652,,704.5187889,5366.928929,643.9490657,2609.270561,8696.913242,14880.47154,36961.42537,2020.993994,8524.961236,1253.391403,,292.5914364,391.5667186,2358.930629,236.49018,1283.911815,565.5397501,2029.714718,8804.518666,2761.969249,4718.455282,1866.599625,323.0721066,237.9995917,1048.522488,3622.052284,39677.19835,396.377979,4446.758618,3232.524276,,31823.12499,477.9894967,1580.502724,6120.614161,1907.209417,1638.104739,605.1749372,3678.102817,429.1583434,453.3511552
