Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,"Hong Kong SAR, China",Honduras,Croatia,Haiti,Hungary,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,,157.1874224,,,3238.55685,259.0381881,,1317.487755,,,,3299.037297,2058.769079,,70.24312709,2780.696187,114.5565965,81.49989868,138.2479647,,,3179.276272,,,435.6904694,3387.272727,225.7109354,444.0262676,,1381.972167,,138.363326,103.409867,4121.932809,,,,954.2491173,113.1629916,277.6370324,177.7063609,243.7631562,201.4641576,326.2903,,,532.6671368,653.2329148,,,,,2750.719742,,,3464.456995,329.8828322,334.2595277,471.385993,229.4737718,2230.241935,,1208.996662,,,1933.679894,2467.476347,422.4135104,2853.004496,,,548.7080134,2347.544318,,257.6519519,,,116.9206138,110.6077668,216.4051631,1494.387855,,1498.276437,338.682043,,379.8937205,960.0319615,266.1357204,,70.3387516,,79.68565735,149.9432687,,111.2575706,1488.294762,384.9421795,330.8852017,2538.187839,2369.087649,2099.914291,749.0616952,372.0937311,2037.559901,,142.4970893,,102.7043272,279.3247009,363.1502729,279.1251975,3848.569739,,,,,,4236.930668,183.9272358,66.53949492,,4449.540387,,,,246.0880428,12479.72526,,169.0705601,,682.6848913,,202.5339364,,60.47565,828.4216803,,,,,,182.2149847,,63.1079718,357.6618643,5140.490459,,3203.711446,144.0903967,224.107455,323.8342756,2889.714799,3306.219476,72.17706561,,2356.540184,2669.727517,354.0772092,172.6107392,889.2300989,557.0935265,186.7687599,,255.3967011,,1852.354673,,934.17398,240.333725,,2299.072349,2755.732617,,,58.56907835,119.1346797,921.3459441,175.0014424,304.7343053,925.2873894,,161.3553428,308.8157728,,,,,218.7055329,458.6772106,,740.425509,,,4669.438672,251.5828166,343.8811821,337.0395839,,128.7938591,120.0538809,192.125665,,,,,868.7696421,284.4120916,489.930775,,,133.397787,,760.5859821,5246.883717,,203.9755893,997.7001693,,3450.122881,,,802.1228582,,,,806.4130631,437.3064687,364.0543603
1971,,160.3728356,,,3498.173652,291.9782892,,1366.354726,,,,3489.086601,2380.978443,,72.12955294,3099.430158,112.5700891,84.28781501,131.7557632,,,3297.998999,,,474.4442162,3866.300366,238.1482935,503.4787661,,1455.308336,,176.663797,108.0397857,4586.255848,,,,1116.870566,118.6545778,289.1094256,184.2397815,272.0812669,229.0048145,345.8511327,,,567.4123466,779.5590533,,,,,3180.055927,,,3845.496159,359.8486239,339.3840491,440.7573993,240.0577655,2513.533886,,1358.465747,,,2175.726346,2718.207552,466.0437579,3162.448246,,,634.3151226,2649.801514,,273.8226979,,,121.0980781,108.1437635,215.2942485,1652.326599,,1876.503239,343.3624889,,395.2029189,1106.469717,261.2463703,,75.69127224,,79.15008665,155.6610222,,117.3607381,1705.972661,468.961985,376.8899272,3203.921524,2186.054089,2298.004539,808.7460998,375.4231772,2272.077802,,152.5532193,,135.8847756,293.6786637,441.055095,300.7648371,4843.548836,,,,,,4827.792883,185.8595832,72.53249117,,4591.747503,,,,265.2671534,13813.3005,,177.49841,,729.7269384,,213.3305806,,71.15470324,874.0663356,,,,,,191.9356585,,77.27001037,383.6748013,5525.142965,,3446.952794,149.5470392,160.253709,334.2848392,3335.493613,3736.348737,72.09916683,,2827.527497,2922.739507,401.8977815,177.6271771,974.9232782,604.887642,201.0337488,,276.8295839,,2044.319906,,1064.642774,262.1212335,,2594.748601,3246.416836,,,57.6352521,123.760173,1177.652912,185.0111696,305.243624,1070.824033,301.1628692,152.7979583,315.0246231,,,,,216.7152284,506.5497369,,807.7869589,,,5060.342739,297.5661504,401.6080395,394.1421481,,134.6898749,131.0987358,194.2582535,,,,,937.668546,325.7911711,455.1053041,,,145.8568846,,996.0926613,5623.443978,,219.2874911,1087.854167,,3622.933025,,,867.811618,,,,865.9172246,390.7129365,407.1457497
1972,,136.1170144,,,4217.173581,338.7725291,,1401.487795,,,,3942.81242,2924.048871,,69.63919255,3852.141729,134.8194079,99.32676402,93.02487011,,,3322.668256,,,519.5635077,4343.173432,267.6869789,584.5506848,,1906.192984,,222.46945,121.1997304,5141.616725,,,,1194.633209,131.8835612,322.3479205,208.1314731,292.31401,283.1190395,374.6244668,,,635.9636206,901.3717984,,,,,3795.566081,,,4654.305336,417.5267976,439.7311239,495.5872546,253.5782526,3015.517822,,1704.167361,,,2588.279106,3180.005873,583.3499301,3842.468177,,,702.1565946,3030.432514,,232.5398766,,,124.6716181,118.2791792,223.6245817,1899.675273,,2196.711711,353.6609113,,395.2929468,1384.738437,278.6150127,,76.28328166,,90.84449531,150.6500632,,121.6922886,2082.956898,570.3695316,388.1045433,3955.365304,2786.3723,2662.326351,969.1036412,419.1839041,2967.041996,,174.3976141,,69.25190618,358.4833967,517.638612,323.5961525,5208.495365,,,,,,5640.464314,196.4222683,75.17683253,,5680.129895,,,,302.5983944,16733.62161,,193.1285548,,814.7351558,,234.2396072,,79.15748792,975.7588009,,,,,,217.5880401,,83.55873707,445.3511803,6017.694952,,4031.016039,155.7817931,209.2374936,345.4592015,4052.06603,4413.575692,81.93164703,,3381.702675,3352.846899,472.5216013,151.7667702,1040.786362,653.0061525,211.4010317,,322.8759942,,2246.476714,,1302.394334,296.1559412,,2754.869881,3909.019418,,,61.86656584,121.4873611,1511.466643,194.737835,358.1914792,1263.659334,235.26757,166.027807,327.2249038,,,,,237.902412,585.9982551,,840.1019056,,,5942.148771,310.7410615,546.9510613,449.9439294,,153.4499975,149.3505629,209.3565565,,,,,1118.339209,423.1599478,558.421564,,,149.333189,,775.9933854,6109.925868,,298.3408389,1137.654879,,4023.899684,,,980.8536227,,,,884.4631416,427.4629014,483.7049037
1973,,144.1103189,,,5342.16856,417.3330761,,2083.972218,,,,4762.479304,3890.722456,,85.04700015,4927.195923,161.9873737,113.7805843,117.7258149,,,3696.66314,,,605.9334407,5009.29368,263.2001973,772.8187913,,2915.266583,,317.6646403,140.0130735,5870.600564,,,,1667.568269,157.0903743,417.1065506,249.0902541,362.8637898,362.2702779,435.732888,,,766.0887124,1088.453907,,,,,5027.660309,,,6119.372658,479.5645142,551.4344417,588.5972465,269.3799767,3889.035039,,2241.448847,,,3266.706676,4176.272761,768.7384555,4948.046817,,,1157.150818,3426.276221,,263.685956,,,153.4883772,118.1761217,288.9578605,2502.814358,,2860.280576,420.8677982,,420.6615817,1893.181242,307.3431438,,94.10043871,,130.9799744,177.8816187,,142.2700813,2427.172361,876.3092405,468.8421103,5356.790716,3453.85906,3194.679281,969.0941949,485.0369741,3997.84112,,199.6944931,,94.38327605,591.5726014,545.9883197,405.8829266,5952.861796,,,,,,7354.102368,216.9941233,110.2417192,,7709.729387,,,,364.6223686,21422.84116,,231.4361855,,965.0739089,,286.6831464,,90.10019367,1143.620203,,,,,,266.1606145,,88.91075416,661.0192698,6657.814444,,4220.1935,193.0607659,252.2502423,415.8849067,5277.350026,5689.588807,76.15393652,,4398.37439,4008.224517,598.5617338,100.3002884,1157.590476,760.980742,258.3627432,,475.9359465,,2432.414219,,1748.161417,374.3884166,,3524.584843,5581.262562,,,70.87357551,135.7563706,2226.270427,234.0104983,399.4899388,1684.341085,308.1818624,200.8668508,364.3765302,,,,,296.1759375,716.9288971,,921.5570228,,,7198.271657,456.0620709,648.5319241,460.295068,,165.624471,176.4737398,269.8517747,,,,,1331.986683,505.2003941,686.4906344,,,165.995495,,1404.741987,6741.332364,,322.5656685,1348.074953,,4179.693537,,,1172.043966,,,,1179.795019,490.0663813,577.8467216
1974,,174.9420383,,,6319.739034,770.6224499,,2824.650915,,,,6471.554165,4630.757207,,95.41395105,5764.489883,174.0141491,124.3590305,179.045065,,,3416.550062,,,786.069092,5853.932584,428.4328638,1000.634253,1275.090425,6921.436446,,384.4187546,142.4427623,7043.474351,,,,1578.875598,160.1400937,486.9170747,310.9114267,430.7254318,379.4441108,510.9888819,,,814.7052445,1224.423039,,,,,5617.741721,,,6770.73393,582.8699547,813.0499027,970.7354295,240.8266251,4384.376051,,2742.455585,,,3651.172218,5301.542778,987.9761702,5299.546575,,,2425.358419,3665.862798,,301.3668014,,,189.5059533,128.4556489,349.4832077,2828.748432,,3432.706033,504.3304624,,588.1362199,2144.607713,338.1543344,,112.0059969,,202.4270418,224.4654123,,161.7630106,2519.941754,1453.77899,1018.073913,6936.249746,4836.91146,3609.201197,1188.716633,597.2837672,4353.824355,,228.7584182,,78.1318239,1574.791732,710.8988362,561.5671868,13478.76895,,,,,,8441.047842,264.7452357,134.2221287,,9282.808109,,,,438.9164085,22707.45604,,261.0353414,,1218.517547,,356.8466413,,84.59764892,1245.361225,,,,,,321.3321701,,106.710652,799.9231515,7222.982749,,4865.650375,203.5721094,402.8734797,560.8352847,6358.772384,6811.527337,93.39845199,,4652.982202,4442.709295,1954.892436,135.2384426,1287.911752,934.3079462,343.2416776,,523.6326971,,2614.500941,,2000.614788,489.6141493,,4390.509508,15623.55715,,,72.97683736,160.7032834,6433.037132,291.7454205,437.1455275,2339.570287,453.7027042,221.5534527,410.9516387,,,,,377.5786305,1094.126715,,1122.572234,,,7975.850516,527.0302488,744.5069419,708.4212256,,163.1531037,237.8140162,332.1171748,,,,,2048.067557,641.5930846,927.8001104,,,199.3733886,,1448.339145,7242.441105,,348.1538772,2008.687088,,4396.215297,,,1325.786716,,,,1442.282386,651.0935354,672.555267
1975,,187.975604,,,7169.101006,827.2752478,26556.08003,2011.68904,,,,6992.538975,5285.620724,,114.6635856,6737.248251,207.3004397,152.7282201,272.7451978,,,3156.468059,,,885.9845291,6509.433962,480.0507642,1149.586121,1634.646451,7226.430873,,430.0741231,187.699649,7489.940531,,,,730.4099007,178.3418196,589.2070767,369.1346945,447.0002873,482.4426816,529.0886694,,,934.8988849,1380.250601,,,976.3342448,,6212.763127,,,7999.111532,698.8826073,931.1055173,1106.518478,296.8323804,5057.393427,,3201.119201,,,4234.135898,6260.191279,1186.739879,6650.968966,,,3320.824694,4299.745618,,285.829524,,,221.0499974,139.9999231,401.5278074,3153.235306,,4257.949712,566.6854427,,663.4010019,2252.111881,356.4563796,,132.5588865,,233.0392936,269.9790314,,156.380095,2976.961022,1581.892636,1151.817729,6358.561702,4443.945972,4093.446604,1410.642152,660.733679,4659.120115,,241.6723212,,,998.4197102,753.5471881,615.2014185,11731.55334,,,,,,10514.99996,275.6273188,129.9808487,,9008.02789,,,,502.5448329,28254.27607,,302.1494676,,1445.646984,,397.2641935,,128.151032,1560.112154,,,,,,358.1858428,,115.8592288,764.5550632,7787.748573,,6163.380119,202.2621332,438.3362614,568.6710637,7241.886068,8204.451512,118.2508817,,4214.996718,4923.57277,2377.09138,169.7912357,1395.42581,1108.156436,360.6713782,,471.3403919,,2738.243153,,2127.847009,541.5411012,,5284.987291,15283.36587,,,131.1886273,168.4884211,6296.303434,344.2048067,573.3931454,2489.784619,385.727708,226.9084962,454.2757669,,,,,404.1997881,1223.799869,,1283.592625,,,9974.657321,557.61997,806.2326445,905.9500887,,211.5002694,256.1026754,351.5475169,,,,367.9397578,2414.920141,765.7901581,1136.376695,,,217.9295761,,1250.200808,7820.065471,,347.6290878,2055.585501,,4231.404259,,,1448.875777,,,,1454.080331,527.4432638,714.8055964
1976,,199.0261727,,,7152.375134,996.6210187,29698.16922,1932.590782,,,,7474.862358,5678.386638,,119.9073909,7281.817735,208.6561538,155.648998,138.5922339,,,3328.633192,,,717.0401829,7261.278195,533.6080314,1385.29853,1761.656248,8459.324214,,433.6515141,218.7506576,8783.721592,,,,975.4843641,165.4055404,673.4169911,401.1492919,409.548544,460.6695849,605.8191248,,,1121.338039,1444.801798,,,1157.411648,,6609.753392,,,8787.580917,748.2876871,1031.303135,1266.390725,332.1603795,5254.297685,,3270.405729,,,4365.004505,6744.696982,1182.176627,6826.344825,,,4533.81438,4138.167788,,275.8778832,,,209.1491166,143.3215955,411.005218,3390.545484,,4844.676329,661.4878984,,602.6248473,2850.01461,414.6214826,,167.8042932,,278.1058483,243.136935,,159.4077985,2923.079756,2017.184275,1471.211339,7470.932723,4295.74724,4019.795861,1443.254284,805.9808147,5197.806697,,248.2400422,,,734.4019419,681.6979771,830.6991851,12056.15171,,,,,,11389.02779,256.2882151,125.1599688,,9825.238266,,,,523.837337,28810.87301,,280.6790389,,1421.60052,,424.6138144,,142.3768854,1726.559448,,,,,,383.4616262,779.9071319,122.8879718,886.2154728,8627.878194,,5957.541117,199.5377576,556.660776,640.6976642,7824.532711,8927.201627,106.6574596,,4376.346779,5288.165694,2760.526606,193.8360824,1444.696568,1019.680967,402.6632806,,511.2219412,,2946.461953,,2173.49813,593.7138657,,5434.486177,18893.1023,,,141.7386124,160.5986869,8186.319712,415.3639181,566.6263638,2758.664549,414.1701949,194.2227287,549.1647591,,,,,426.8108682,1372.702051,,1398.866517,,,10715.03809,511.1251738,814.474738,979.3277657,,207.5736383,251.3233693,391.4830109,,,,336.5274045,2437.859973,779.676264,1275.958161,,,219.6891102,,1290.604566,8611.401839,,339.3226578,2286.862956,,4575.421667,,,1548.507672,,,,1360.444957,534.4810763,684.5540003
1977,,226.0053438,,,7751.370216,1113.388022,33245.8361,2112.501173,,,1063.420291,7763.130772,6810.627729,,143.2891278,8472.054468,218.4543658,176.7833677,128.8092611,,,3617.251193,,,858.8280811,8370.786517,616.667074,1560.86306,1990.070374,9914.123812,,506.3237594,240.3735877,8892.76168,,,,1296.892999,185.4228329,864.2870072,426.6103015,509.0998787,453.7285154,751.6257542,,,1391.67107,1474.48163,,,1476.271543,,7653.884711,,624.8783889,9783.840858,847.6005961,1185.510635,1495.253146,351.0125151,5953.058836,,3617.737759,,,4922.900827,7074.35653,1202.711764,7491.710345,,,4138.857814,4681.439932,,312.9993132,,,250.2536952,146.1336164,421.5533677,3886.374253,792.7625209,5713.954919,810.0638887,,590.0653705,3429.420276,497.9368057,,177.2937117,,333.5873079,267.7136098,,184.2728749,3431.177594,2315.382036,1592.028539,9809.743374,4806.448934,4588.414345,1561.950511,963.4367714,6335.787627,,309.353539,,,682.0640633,1012.624318,1050.898003,12217.22249,,,,,817.4625751,12418.01458,287.5661294,159.652649,,10855.98186,,,,589.7001079,31432.86944,,294.9339882,,1271.474634,,468.6796538,,156.402827,2037.897337,,,,,,384.1278677,897.6704136,143.2760751,1027.274198,9414.663527,,6158.946739,235.1987896,536.1150956,753.1954205,9049.812484,10266.12067,99.26570379,,4958.183559,5908.42977,2803.382615,213.2045555,1489.894335,910.2853279,450.1249996,,539.785109,,3208.771356,,2267.594372,712.7398476,,5712.014542,19828.55013,,,160.6524117,181.3468523,9012.611634,501.1829391,566.1478423,2845.883449,447.9579837,220.6768401,679.368258,,,,,457.2432017,1531.805566,,1776.79667,,,11287.19913,552.6956727,1044.353068,954.7632405,,219.8784403,308.681615,445.3194956,,,,378.0872461,3018.642425,863.7901651,1427.373253,,,255.9937787,,1440.152554,9471.306172,,505.4138993,2563.083495,,4954.776134,,,1721.126675,,,,1472.960341,466.9372508,671.247912
1978,,249.2873863,,,9129.706185,1182.880733,27897.32709,2129.313793,,,1198.507194,8239.954825,8205.468927,,155.9176618,10344.84713,263.5810576,225.9416525,172.414696,,,4130.75087,,,980.8225093,8876.865672,702.4289173,1737.367552,2211.251788,10711.86604,,636.4664377,282.3812261,9096.058722,,,,1462.835161,156.3963885,1041.473038,542.9245797,616.0216602,506.1760713,877.7966283,,,1554.708466,1837.502319,,,1929.403607,,9446.166785,,769.5134231,11826.00355,854.0426592,1447.618021,1574.55979,352.6205384,7261.300041,,4344.606706,,,6009.2519,7634.482408,1360.870262,9221.592767,,,3439.42595,5976.938169,,353.7088743,,,302.6196058,155.5708772,,4694.633683,991.5730502,7235.549741,875.495024,,658.4385652,3923.943731,895.6474684,,178.734289,,365.8010591,307.6593031,,203.5587046,4405.256228,2168.155871,1847.896567,11070.26855,4562.665391,5591.991427,1255.874267,1164.752385,8821.843492,,351.6367428,,,784.0523451,1131.133823,1398.478756,12626.99261,,,,,937.7592282,17503.33213,188.0625573,214.3876695,,13493.85258,,,,689.3818559,38353.80593,,324.3844957,,1552.101676,,498.9437167,,178.9854422,2558.740255,,,,,,375.8763759,1092.267744,163.4336747,1246.535891,10441.60877,,6152.782529,313.9161067,527.1466422,698.8733558,11036.70732,11462.64159,112.6407628,,5963.773688,7030.302503,2653.274002,243.460837,1721.694229,757.7294725,506.0851717,,623.3364259,,3567.752629,,2457.554963,849.6523178,,7030.40784,21093.95143,,,188.5430884,201.5290184,9247.361643,427.1772381,617.1572517,3193.330882,515.5497405,299.3610492,708.0811931,,,,,491.299437,1618.993955,,2034.820186,,,12442.57512,600.142673,1376.546579,1112.612528,,256.9214321,319.9199531,528.5062578,,,,454.9655408,3379.451083,985.6534984,1549.646128,,,204.7891352,,1707.34191,10587.28576,,616.8804709,2706.627139,,5346.662636,,,1991.464133,,,,1651.612579,511.3883716,649.1842978
1979,,277.9007417,,,11820.84939,1549.920468,32798.47823,2501.480753,,,1483.516196,9279.253595,9793.765307,,194.9753861,11873.8354,327.821678,262.0760096,196.4426256,,,5532.150831,,,1074.271965,9613.3829,808.4191206,1901.001325,2668.884699,14941.0624,,850.3486958,315.8626112,10012.44397,,,,1964.851432,183.9831522,1152.333546,694.7470764,587.1908016,670.7684034,1030.497681,,,1734.436062,2003.054352,,,2559.259675,,11238.34067,,734.3044229,13752.00641,968.7926086,1771.965549,1823.722995,418.8121337,8761.454928,,5754.542183,,,7310.455229,9339.177076,1640.678329,11136.34164,,,4258.763988,7804.762081,,381.0361948,,,353.9466887,149.5817782,,5705.949274,1154.416519,8480.694827,971.356509,,683.3330327,4569.453707,993.7243829,,194.1337335,,356.8131282,332.7184063,,221.6879474,5436.465018,2426.454373,2852.39336,12453.37595,5680.190174,6967.227773,1137.077587,1422.703959,9105.136097,,398.0367672,,,728.4751211,1353.997344,1773.526846,19040.04248,,,,,1118.099645,19773.67352,227.5137498,227.2663325,,15740.2875,,,,808.5414825,45838.16228,,408.9374277,,1987.32863,,584.05071,,229.3402096,3195.552586,,,,,,432.0871251,1280.392446,176.7808845,1576.029369,11531.25921,,7561.192276,362.5119751,661.9842826,483.9027083,12635.19573,13046.53722,127.087889,,6619.809482,8046.512508,3419.281382,260.7990451,1918.076369,943.1428303,596.3952749,,713.7768393,,4024.50942,,2755.89577,1104.15177,,8248.912226,27436.16,,,223.2950275,220.4365829,12185.65301,486.3441341,749.7790367,3899.574157,678.6551988,337.5880383,769.4727275,,,,,575.0401005,1973.015123,,2160.856058,,,14667.40312,704.0187202,2030.135903,1151.175406,,227.1841247,337.4301441,589.750884,,,,483.9328495,4304.534246,1158.411974,2079.222784,,,175.638812,,2479.671356,11695.55442,,713.8905475,3235.452363,,6307.767818,,1059.325238,2273.573347,,,,1986.668886,584.2668045,747.9942905
1980,,274.8808587,664.1175602,,12377.41165,2041.461842,41825.99546,2738.284723,,,1789.589427,10191.81606,10869.54642,,223.4072262,12932.8606,378.0438983,282.6857353,222.6323509,2238.802958,8537.929379,6338.619868,,,1373.093007,11218.21782,809.8856895,1939.790876,3411.614881,25412.99495,331.5312269,1059.6967,349.6099162,11135.43799,,18832.19672,,2577.323575,194.8047222,1226.912731,782.1396718,546.1423977,927.0962559,1204.155168,689.4029686,496.2267642,2022.109731,2024.66004,,,4232.022939,,12092.38185,,966.6815377,13883.89965,1163.881376,2189.77668,2241.790006,519.5679443,9772.042392,,6191.714945,,,8309.848414,11232.27456,1893.046665,12672.18125,,,5869.279449,10032.06208,,411.5179312,,,398.8965498,138.1697922,198.3467376,5893.66181,1246.002551,9483.173076,1081.725043,,773.1816708,5700.412634,1078.806826,,243.2483552,,491.4377788,352.5816128,,263.8407198,6380.069668,2440.305646,3911.543003,14602.23653,6228.614912,8429.023153,1238.721087,1646.732099,9465.379714,,446.5744543,,,652.4470339,1584.337285,1704.469739,20868.74216,,,,,1306.478852,20671.99859,267.6682924,329.4064935,,17113.84225,,,,1077.242942,51528.54723,,463.731466,268.1035209,2957.562153,,676.0761869,,248.1889337,3948.403126,,,,,297.6188829,462.191764,1176.498054,200.8176855,1774.73631,12454.59512,2391.787345,8443.107052,418.8619798,873.960732,673.6639992,13615.83707,15772.24091,130.5794725,,7436.785971,8860.747379,5181.799286,303.4489557,2332.021482,1044.639888,684.6543822,,770.4656712,,4502.838428,,3368.69837,1398.492532,,8978.771876,34986.45788,,,244.0837716,259.5390907,16892.3634,388.2763193,793.0146833,4926.958023,731.6141882,327.0554572,780.2206604,,,,,701.8613454,2564.252576,,2191.428894,,,16856.76109,898.285823,2329.353358,1462.630341,,228.9434367,417.6685258,682.7734555,,,,572.6459023,5745.680796,1373.100667,1564.24898,,,99.17574668,,3485.52603,12597.66751,,819.2661025,3852.765593,,7304.588703,,980.8978599,2517.513024,,,,2788.399353,650.2547871,932.2596107
1981,,266.4930418,600.4087655,,10372.23283,2032.459252,44012.33307,2756.396981,,,2023.399864,11830.86532,9385.249018,,229.4581867,10679.66389,337.9781947,254.2307807,241.8703692,2234.814816,9269.269617,6622.685658,,,1328.828149,13425.97697,1028.215905,2124.962989,3741.701178,21821.79499,348.2364521,1034.153218,296.0645947,12297.78569,,17153.40132,,3016.823465,197.0714745,973.2840497,859.6568809,463.6859364,1052.165292,1282.364618,618.2186976,478.282435,1069.139835,2038.630096,,,4033.240478,,10170.44628,,1089.318622,12081.78954,1272.177039,2223.697344,2665.31225,489.557532,8461.200802,,5356.577832,,202.7919376,7325.733572,10934.56809,1898.594889,11073.90623,,,5166.313923,9599.306222,,379.7977725,,,349.7930893,189.970092,136.010571,5380.267683,1276.905875,8544.058329,1152.817804,,729.6069588,5991.320261,1066.164245,,254.2504981,,566.4252915,350.0528894,,267.7110103,5993.32312,2498.887061,2735.548508,14913.00246,6463.271424,7597.688799,1355.608144,1781.528401,10361.32306,,405.5509672,,,687.9716636,1882.218094,1870.338734,17364.39948,,,,,1480.788304,19511.08491,289.1200884,323.1311048,,14324.89197,,,,860.4683258,44366.29456,,400.7056031,273.1659313,3718.145871,972.6272223,754.8240437,,212.7326099,3898.243037,,,1332.640563,,291.5253917,473.732776,1170.05342,195.6020854,1769.126939,13827.11833,2172.324848,6817.832529,352.1886641,2178.983158,732.4357002,11373.41269,15512.5067,149.2282657,,7733.958252,8942.800351,5947.236986,348.2239075,2577.617944,1216.753014,731.7250081,,735.0569773,,4920.722937,,3246.294619,1719.269913,,8192.193355,34904.18371,,,264.7326691,268.696588,17777.35338,503.817753,699.3844942,5595.239935,785.4497097,323.5822466,738.331138,,,,,962.5946291,2596.403895,,2446.845111,,,15366.66859,919.9497077,2419.034419,1677.126244,,190.2181764,342.2239169,720.8917652,,,,666.0247753,6341.703581,1287.77428,1579.075709,,,103.424469,,3764.293025,13993.16674,,1006.97915,4208.113672,,8230.098244,,832.7408112,2561.703483,,,,2935.500339,635.4669774,1077.96535
1982,,,579.2520009,,9610.266308,1847.244634,39193.74097,2907.757627,,,2268.789737,12763.32361,9410.347225,,233.817671,9393.876692,322.7776995,245.0947024,215.3932576,2169.004011,9446.158002,7165.134491,,,1202.682026,14166.17129,957.5520121,2218.890515,3897.754242,20687.39975,345.5152164,943.3196682,309.3677326,12439.74784,,17478.65579,,2180.290184,203.3349195,836.6556865,799.5699949,492.5317093,1107.342201,1342.468124,562.8115825,473.0503005,1033.894312,2111.052398,,,4122.784499,,9876.228232,,1191.001419,11804.43319,1360.033691,2197.1105,2374.597409,596.2785468,8169.828308,,5145.694384,,207.5479863,7031.033256,10945.27734,1786.918614,10470.65989,,,4717.981684,9146.077357,,351.3193905,,,333.304787,198.787073,152.4158867,5579.234772,1347.451311,7813.690667,1138.759741,,616.9631589,6133.784079,1090.994052,,247.545576,,583.5261716,339.4581259,,271.3335961,6168.01654,3007.133158,2950.159183,13508.60327,6903.016029,7531.597628,1473.401112,1828.548057,9578.113803,,366.2749507,,,665.9892668,2011.641142,1977.641636,14277.62713,,,,,1590.615136,19690.37645,307.6123466,253.2020441,,13034.81166,,4499.887071,,835.1401895,41385.35591,,381.8658013,282.0419145,2542.737149,1047.644764,727.6830577,,180.5381889,3788.050632,,,1435.767097,,291.0872128,461.6351803,1091.099714,181.9898144,1852.330981,14242.80861,2003.159297,6208.782634,318.0155179,1842.829563,717.5512272,10931.33842,15224.89391,153.4820036,,7713.706608,8733.997798,5855.867794,368.2144528,2782.161002,1195.754399,741.7871342,,677.6681298,,5115.008514,,3080.252695,1609.701245,,7996.013641,27385.77057,,,256.3600095,271.4789696,13870.19442,449.1122742,664.9863931,6075.595318,764.5088991,367.4369585,719.2954936,,,,,861.487287,2531.690627,,2513.515295,,,13545.25912,840.9650581,2296.307729,1699.532805,,176.9533405,281.8639162,742.6752585,,,,662.5480201,7264.26625,1207.818259,1402.408081,,,163.4350927,,3106.948545,14438.97628,,1113.060187,4184.92449,,8320.342167,,808.2072211,2492.232171,770.1355858,,,2639.521812,633.5176231,1105.958801
